en_text,fr_text
That is why I particularly support the statements in item 1 of the report.,C'est pourquoi je soutiens particulièrement les propos du point 1 du rapport.
"May I again congratulate Mrs Lynne on her personal stand. I should also like to inform you that the Council will take its final decision on 3 December 2001, the same date as the European Day of Disabled People.","Je voudrais une fois de plus féliciter Mme Lynne pour son attitude personnelle et vous indiquer que le Conseil prendra une décision finale le 3 décembre 2001, qui coïncide avec la Journée des personnes handicapées."
"In an environment where competition is, in this field too, ruthless, everyone will understand that it is essential to direct all our energies to preventing the brain drain to the United States.","Dans un environnement où la concurrence est, dans ce domaine aussi, impitoyable, chacun comprendra qu'il est essentiel de mobiliser toutes les énergies pour éviter la fuite des cerveaux vers les États-Unis."
"We will be very closely examining this aspect of central banks' independence in both reports, Commissioner.","Dans les deux cas, Monsieur le Commissaire, nous serons très attentifs à cet aspect de l'indépendance des banques centrales."
"Therefore, if she will excuse me, I shall concentrate on the Lamfalussy procedure extension.","C'est pourquoi, si elle le veut bien, je me concentrerai sur l'extension du processus Lamfalussy."
"To do so would be hypocritical and ineffective. The gaps we have noted in social justice require policies based on an act of will, which is not quite the same thing as dealing with these problems of infringements of civil liberties.","Ce serait hypocrite et inopérant, car les manques que nous constatons en matière de justice sociale requièrent une politique volontariste qui n'est pas tout à fait de même nature que le règlement de ces problèmes d'atteintes aux libertés publiques."
"The strikes are an expression of discontent regarding inflation, unemployment, energy and water shortages and the high price of basic goods.","Les grèves expriment le mécontentement de la population à l'égard de l'inflation, du chômage, des pénuries d'eau et d'énergie ainsi qu'à l'égard du prix élevé des produits de base."
"We also support the reduction of regulatory and bureaucratic burdens, as well as the promotion of trade with third countries -as long as it brings mutual benefits.","Nous soutenons aussi l'allègement des charges réglementaires et bureaucratiques, ainsi que la promotion du commerce avec les pays tiers, tant que cela engendre des bénéfices mutuels."
And you cannot expect that of the Commission.,Vous ne pouvez attendre cela de la part de la Commission.
"Further, the committee calls on the Commission to consider cooperating with other European partners and with small and medium-sized firms, as desired by the business world, as a means of increasing the task forces' prospects of success.","La commission invite également instamment la Commission européenne à prendre en considération les cadres de coopération souhaités par l'industrie avec d'autres partenaires européens ainsi qu'avec les petites et moyennes entreprises, afin d'accroître les chances de succès des task forces ."
